0 0.5 1.0 1.5 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10
1.4 1.3 1.1 0.9 0.7 0.4 0.27 0.18 0.1 0.0 -0.2 -0.3 -0.4
